,id,text
30625,P1265-02-44,미신과 마술과 명상과 도취와 향락과 탐닉에 준동하는 그대들이여.
30626,P1178-01-28,한동안 너를 기다리며 목이 마르고 가슴이 쓰렸다.
30627,N0031-02-26,자기가 새로운 환경과 운명 앞에 선 것을 깨달았을 때엔 거기에 대응할 만한 마음의 태세를 정비하는 것이 무엇보다도 필요한 일입니다.
30628,N0068-03-21,"과거는 나의 마음을 사로잡는데, 현재는 나를 불안하게 한다, 왜냐하면 미래는 죽음이기 때문이다."
30629,S0051-07-19,그리고 이상해요.
30630,S0171-05-14,그들은 우리 어머니를 무서워해.
30631,S0169-01-08,"스캔들이죠, 네."
30632,P0145-01-39,내 환상들은 하나둘씩 허물어졌다
30633,S0089-08-18,"나리, 때리지 좀 마세요!"
30634,S0096-04-06,"그래서 연회가 최고조에 달하고, 음악이 가장 시끄럽고 궁정 사람들이 가장 분주하고 귀부인들이 가장 크게 웃던 순간에 오, 사악한 순간!"
30635,P0413-01-41,긴 창이 있으나 찌르지 못하고 긴 쇠뇌가 있어도 쏘지 못하네
30636,S0057-07-15,"꽃잎 떨어져 장사진 이루니, 도처에 붉은빛 쓸쓸해지네."
30637,S0069-03-05,이 사원 카드
30638,S0101-05-03,"이제야 겨우 바람도 조화롭고 비도 적당해졌다 했는데, 태평세월에 그 같은 놈을 총애해 등용했네."
30639,N0108-02-24,그들은 아침에 출발해 바다를 한 달 동안 밤낮으로 여행했다.
30640,S0138-01-10,저는 세상 모든 남자들 중에서 가장 불쌍한 놈입니다.
30641,P1227-01-50,삼밭 울바주엔 호박꽃이 희한한 마을
30642,P0496-01-41,취햇다구?
30643,N0055-02-31,그 작자를 위해 당신의 죽음을 재촉하러 여기 온 거란 말예요?
30644,P0142-01-49,그는 그가 본 고장들을 그려 낼 줄 모른다.
30645,P0838-01-27,"울 수 없어요, 남몰래 이별해야 하기에."
30646,N0038-01-28,약간 굽은 한 송목 밑에 이르자 그는 발을 멈춘다.
30647,P1193-04-46,"마을 앞 목매다라 죽은 소나무 있고, 그 앞엔 젖가슴처럼 탐스러운 들이 가로놓여, 오롱조롱 매달린 어린것들이 바라보고 있것만"
30648,S0142-04-07,아랍 말을 갖고 있는 스당의 작은 기병대.
30649,S0014-03-19,"우리 신라는 국세가 약하여, 백제로부터 잦은 시달림을 받고 있소."
30650,N0096-03-28,"삶이 다양한 지역에 펼쳐 있고, 하늘에 부는 바람부터 인간의 생각에 이르기까지 계속 움직이고 서로 부딪쳐 예측할 수 없는 결과를 내는 거대한 조류의 영향을 받으면, 모든 삶이 그렇듯이 말이다."
30651,P0150-01-35,여름은 우리 모두를 주검으로 버려두고 앞질러 갔다
30652,N0124-07-25,"즉 솜뭉치를 앞 가슴에 대어서, 이 부분이 지녀야 할 매력을 어떻게든 완성하고 싶어 했다."
30653,P0500-02-42,"언제 갔을까, 어여쁜 순이가 맹세한 순이가 언제 갔을까?"
30654,S0051-06-06,아주 어릴때부터.
30655,S0126-07-03,사람들을 떨게 할 두려운 모습으로 진격했죠.
30656,S0048-06-01,내 딸 몰래 이웃집에 숨겨둔 아이를 찾아서 내가 여기 데려왔다.
30657,P0783-01-48,"새 한 마리가 산책로에 내려오더니 내가 보고 있는 줄도 모르고 지렁이를 물어뜯어 반으로 나누더니 그 친구를, 날것으로 먹어 치웠네."
30658,N0019-02-25,종달새 소리가 들렸다.
30659,S0038-01-07,"아가씨, 제 소견으로는 그 정도의 신랑감이 격식을 갖추어 결혼을 원한다면 행운이에요."
30660,N0058-02-33,"니콜라이 이바노비치, 다행이야."
30661,P0226-01-48,산들바람 살랑살랑 줄과 부들 흔들기에 비가 오나 보려고 창문을 여니 호수에 휘영청 달빛이 가득하다.
30662,N0040-06-27,그러다 돌아서서 오자면 아까에 한 욕을 울 밖으로 또 퍼붓는 것이다.
30663,S0053-04-10,내가 이성이 없다니!
30664,S0004-06-19,내가 바로 가 원외올시다.
30665,S0042-04-10,"시저, 오귀스트, 황제라는 이름만 들어도 그들의 눈이 분노로 이글거리고, 같은 순간에 상반된 결과로 인해 이마는 공포로 창백해지며 분노로 붉어지는 것을 그대도 볼 수 있었을 텐데."
30666,S0050-07-07,"아폴론, 가질 자격이 있는 것 그 이상을 당신이 가질 수는 없소."
30667,P1403-01-47,나에게 여섯 형제 있는데 그중에 하나가 나쁜 놈이네.
30668,P1056-01-25,다만 임금의 일을 받들려 했을 뿐 청사에 이름 남길 뜻은 없었으니.
30669,P1113-01-36,아득히 달밤의 정조에 노래를 부르고 있다
30670,N0035-05-23,왜 그리 계집이 허둥대니?
30671,S0047-09-09,"담배 갖다 주고, 차 우려 주세요!"
30672,S0028-06-17,"제군들, 셔츠 바람으로 온 것을 용서하시오."
30673,S0028-04-04,배신한 죄로 쫓아내겠지.
30674,N0055-03-28,"그놈을 기쁘게 해 주려고 내게는 슬픔을 가져다주고, 내 망신과 실수를 이용하여 실컷 잇속을 챙기고 돈을 벌려 하다니!"
30675,P1251-01-47,짝 잃은 기러기 새벽 하늘에 외마디소리 이끌며 별밭을 가네.
30676,S0134-03-13,"생각해 봤는데, 나한테 애들이 있다면 말이야, 아들과 딸들이."
30677,P0644-01-42,하나 세상에는 어려움이 어찌나 많은지 우인이 다가와 나를 붙들어 매네.
30678,S0117-07-16,"이런 생각들은, 내가 그의 죽음을 견뎌 내게 만들고, 아니 그보다 더, 이 소식이 확실하기를 바라게 하는 힘을 지니고 있다."
30679,N0061-05-28,그러나 그가 지금까지 손에 댄 범죄 사건은 태반이 무미건조하고 지루하기 짝이 없는 사소한 사건뿐이었다.
30680,P0149-01-42,세계는 나의 감옥 사랑하는 것에서 나 멀리 있다면 그대들은 그리 멀지 않다
30681,P0108-01-50,"병사들은 그에게 자줏빛 옷을 입히고, 가시관을 씌우고, 그를 찬양했다."
30682,S0106-02-14,온 나라가 왕비마마를 숭배합니다.
30683,S0052-08-06,"한 남자가 여행을 하고 있는데, 바람과 태양이 하나는 강풍이 다른 쪽은 광선이 낫다면서 서로 주도권을 다투고 있었다."
30684,N0201-10-22,"외투를 받기 위해 세 명의 하인이 기다리고 있는 현관, 당구장과 연속된 두 개의 살롱, 중국 도자기에 있는 화초들, 벽난로 위의 청동상들, 장식 판자의 금 지팡이들, 두꺼운 커튼, 커다란 안락의자 같은 사치품들이 환대하는 듯해서 사람들은 금방 기분이 좋아졌다."
30685,P1270-01-50,싸움하는 사람은 즉 싸움하지 아니하던 사람이고
30686,P1007-01-35,"이는 문빗장이 썩어서, 성난 얼룩소가 문을 부수고 들어온 것이라네."
30687,P0183-01-39,"지난밤 바람에 사랑은 무너져 내렸는데, 공원의 가장 신비로운 모퉁이에서, 사랑의 신은 장난으로 활을 팽팽하게 당기며 미소 짓고 있었다."
30688,S0043-07-06,기름기가 질질 흐르는 비곗덩어리입니다.
30689,N0217-01-26,원래 인쇄공이 책에 직접 박아놓은 내용에는 정확히 이렇게 쓰여 있었다.
30690,N0058-03-21,"물에 빠진 사람에게 도움을 줄 사람이 없었고, 그냥 두면 그는 빠져 죽을 것이 분명했다."
30691,P0186-01-48,대체 뭐가 느껴지나?
30692,N0055-07-25,칼리스토 나리!
30693,N0273-09-22,"그의 목소리는 약간 갈라지고 떨림이 있었으며, 처음에는 가슴을 저미게 했지만 그 목소리 안에는 가슴 깊은 곳에서 요동치는 진정한 열정과 젊음, 힘, 기쁨, 그리고 어떤 깊은 애수가 녹아 있었다."
30694,P0102-01-43,"바쿠스에 대한 찬사를 아름다운 음악가가 노래했네, 언제나 아름답고 언제나 젊은 바쿠스에 대해."
30695,N0098-03-22,국이나 한 그릇 끓여!
30696,P0489-01-43,그중에도 종달새와 제비가 가장 열정적이고 가장 초조하였습니다
30697,S0085-09-01,그녀를 보내도록 하지.
30698,S0101-07-17,"그, 그, 그놈은 원수부에서 위세 떨치며 무용 드날리는데, 나, 나, 나는 관직을 그만두고 여여태평장에 농사꾼으로 돌아왔노라."
30699,S0041-07-11,관습법에 저촉됩니다.
30700,N0224-06-25,을지문덕의 사람 된 품격을 평론한 것은 오직 침잠하고 용맹하고 권변 있고 모략 있다는 네 가지뿐이라.
30701,P0489-01-42,그중에도 종달새와 제비가 가장 열정적이고 가장 초조하였습니다
30702,P0162-01-43,"그녀는 고개를 숙이고 있었고, 꿈에 잠긴 채 그녀의 하얀 손이 클라브생 위에 떠다니도록 내맡기고 있었다."
30703,P0478-01-42,벌거숭이 꽃의 신이 물의 작은 계단으로 올라간다.
30704,P1322-01-47,어머니!
30705,S0106-04-03,"나의 귀한 왕자님, 제가 이런 폭풍우 같은 기쁨에 그저 당황스러운 반응을 보일 수밖에 없는 걸 용서하십시오."
30706,N0040-09-22,그 바람에 나의 몸둥이도 겹처서 쓰러지며 한창 피어 퍼드러진 노란 동백꽃 속으로 푹 파묻혀 버렸다.
30707,S0141-05-01,무릇 사람이 이 세상에 있게 됨은 부모님을 인연하게 되기 때문이지.
30708,P0471-01-49,"마놀라들이 해바라기 씨를 씹으며 오는데, 크고 숨겨진 엉덩이가 구리 행성을 닮았다."
30709,N0038-10-31,그러다 틈 봐서 집으로 도망치면 그만이지만 누가 논의 벼를 다.
30710,S0004-10-04,"아흐, 참 맛있게 자알 잤다!"
30711,N0083-04-28,뱀 선생은 유명세를 탈수록 불안감을 느꼈다.
30712,S0008-01-04,"아시겠지만, 전 점괘대로 말씀드리는 겁니다."
30713,S0151-03-08,이 축제는 너무나도 슬퍼서 밤낮을 눈물로 지새우는 이에게는 아무런 즐거움도 줄 수 없습니다.
30714,S0077-02-17,"과인의 지위에 걸맞은 최고급 비단으로 감싼 옥좌를 걸고 맹세컨대, 이 오만방자한 말에 대한 대가를 치르게 하겠다!"
30715,N0248-06-25,"조용히 살다가 자랑스럽게 죽어 간다는 것, 이건 정말로 멋진 일이다."
30716,P0742-01-35,눈에 가득한 것이 서글픈 인생살이라 남에게 의지하려 먼 길 떠나게 되었네
30717,S0151-01-07,수많은 황금빛 별들을 가슴에 품어 기르는 어두운 밤이여!
30718,P0073-01-49,감각 수준에 불과한 말을 듣고 눈물을 흘리지 말아요.
30719,N0112-02-31,그는 전기 배전반을 톡톡 쳤다.
30720,S0105-10-19,옳은 말이오.
30721,P0685-01-36,고양이는 산기슭에서 어둠을 입고 쪼그리고 앉아서 밀회를 기다리나 보다.
30722,N0129-08-48,"재산을 꽤 부풀린 사람을 하나 알고 있는데, 돈 벌 때는 모든 것이 아름다운 법 아닙니까?"
30723,N0175-07-24,안나 페돌로브나는 육번가에 있는 자기 소유의 집에서 살고 있었다.
30724,P0494-01-41,하루밤 동안 쉬고 난 나의 억센 팔도 뜨거운 피가 다시 물결처럼 뛴다
30725,S0030-07-07,"저는 당신의 비밀을 알고 싶지 않습니다, 나리."
30726,N0068-03-27,"과거는 나의 마음을 사로잡는데, 현재는 나를 불안하게 한다, 왜냐하면 미래는 죽음이기 때문이다."
30727,S0070-02-05,먼 길 오시느라 고생하셨습니다.
30728,S0144-06-19,선생은 책을 읽는 군자가 아니십니까?
30729,N0042-01-30,캐서린 몰런드의 아기였을 때 모습을 본 적이 있는 사람이라면 그녀가 여주인공이 될 운명이 아니라고 생각했을 것이다.
30730,N0179-01-22,"냉정하고 침착한 칼처럼, 번쩍이는 번개처럼 강한, 오직 사고의 힘으로 무장한, 당당하고 자유로운 인간은 범속한 사람들을 앞서 저 먼 곳으로 일상을 뛰어넘으려 성큼성큼 걸어 나간다."
30731,P0903-01-47,역려 같은 천지간에 과객 같은 우리 인생 백 년인들 그 얼마뇨
30732,P0262-01-45,나는 얼마나 외로운 죽음을 맞이하는가?
30733,N0218-04-21,"현령은 아무개가 거짓말한 것을 알아차리고, 일부러 다시 그를 놀리며 말했다."
30734,S0041-06-15,"가까이 오십시오, 보네푸아 선생, 가까이 오셔서 자리에 앉으세요."
30735,N0124-04-27,"넣어 둔 금붕어 한두 마리는 항상 하루를 넘기지 못했고 길어야 삼에서 오일에 지나지 않았으니, 그녀의 딸이나 사합원에 사는 장난이 심한 어떤 아이가 그것을 건져 올렸기 때문인지도 모르겠다."
30736,N0061-07-31,"음, 이 세상에 그런 일도 있을까?"
30737,S0114-02-07,하지만 우리에게 불리한 법안을 제출한 자들보다는 우리 쪽으로 기우신다고 봐도 될 겁니다.
30738,S0075-03-12,좋아.
30739,S0118-01-03,"그렇죠, 여사님."
30740,P0106-01-39,내 사랑하는 임은 강가 저편에 찾으러 가고파도 물이 너무 깊어 고개를 떨어뜨리니 어쩔 수 없는 눈물 가슴을 적시네.
30741,S0076-10-16,내가 누구냐고?
30742,P0787-01-52,"세시 반, 단 한 마리의 새가 고요한 하늘에 조심스러운 가락으로 단 한마디의 말을 내뱉었다."
30743,N0136-04-22,채봉은 더욱 어찌할 줄을 모른다.
30744,S0100-09-17,방아를 돌리자니 미간이 절로 찌푸려지네.
30745,P0636-04-44,"우리를 감동시키는 죽음의 모습도 현자에겐 공포로 보이지 않고, 경건한 자에겐 종말로 보이지 않는 법이오."
30746,P0866-01-48,앵무새는 새장 안에 갇혔어도 울면서 등림을 그리워하며 푸른 매는 팔찌에 앉았어도 시원스레 날고 싶은 마음일세
30747,S0084-07-10,아이 분해!
30748,S0055-05-14,지금 뭐하는 거야?
30749,N0279-06-28,"하나님, 대악마의 독니에서 저를 지켜주시고 구원해주옵소서!"
30750,P1440-01-44,"그런데 나는 만약 내 의도가 장구한 수명에 의존할 수 있는 것이라면 아마도 그때 내가 쏟았을 노고들도 그처럼 응분의 보상을 얻을 수도 있으련만,"
30751,S0128-01-12,왕이라고!
30752,S0075-09-11,"신은 인간에게 물로써 불로써 다시 멸하지 않겠다는 약속을 하고, 그를 위한 시스템을 두셨어요."
30753,S0133-07-16,지금은 어떻게 해도 만족스럽지 않아요.
30754,S0148-08-14,"아, 어떤 감사를 드려야 할까요?"
30755,S0011-08-02,나는 그대의 친척들이 협상을 계속 추진하도록 만날 것입니다.
30756,S0105-10-16,옳은 말이오.
30757,S0075-06-13,난 너희들의 손에 죽었다.
30758,N0284-10-22,내 딸아.
30759,P1351-01-50,"뜨거운 재, 그 위로 연기 기둥이 피어나며 타듯이, 드러나지 않은 불꽃이 서서히 단어와 문장들을 삼키듯이, 그렇게 나의 인생도 조금씩 타들어 간다."
30760,P0880-01-47,"북창에서 잠시 잠이 드니, 남쪽 처마에 해 아직 지지 않았네."
30761,P0964-01-33,이곳 해안에는 풀도 자라지 않는다
30762,S0125-09-16,늙은 헤카베 마님의 품에서 사랑스런 따님을 뺏어 끌고 가려고요.
30763,P1131-01-47,오랑캐들 봄이 되자 다시 회수 땅 둘러싸 넘보니 아직도 나라 위하는 사람이 있는가 탄식하네.
30764,P0052-01-35,나는 내가 접하게 되는 것들을 아주 좋아한다.
30765,P0553-01-48,우리는 우리가 추구해야 하는 것이 무엇인지를 안다.
30766,N0079-01-28,가난하다면 이 매촌택 늙은이보다 더 가난할 수는 없는 것이다.
30767,S0040-03-17,여기가 어디지?
30768,P0582-01-49,신들이여!
30769,N0018-01-25,"우리들은 그을음과 거미줄로 뒤범벅이 된, 금방이라도 내려앉을 것 같은 낮은 천장 밑 석곽에서 답답하고 옹색하게 지내고 있었다."
30770,N0286-08-31,"그러는 동안에 모든 사람들은 흥분의 도가니에 싸여 모자를 벗어 던지며 소리쳤고, 어니스트도 그 열광적 분위기에 편승해 가슴이 부풀어 올라 모자를 벗어던지면서 있는 힘을 다해 외쳤다."
30771,P0109-01-49,"푸른 하늘에 수많은 아름다운 사람들과 아름다운 일들, 나는 하나하나 보았고 하나하나 이해했다."
30772,N0033-03-22,나의 동료들이 먼저 그런 식으로 불렀다.
30773,S0013-01-13,"오빠, 우리 가족은 더 이상 슬픔에 젖어 있지만은 않았어요."
30774,S0132-05-07,나는 이모님을 따라 남쪽으로 피난을 떠나지 않으면 안 되었소.
30775,N0066-01-27,저는 그 장미꽃을 찾았습니다.
30776,P1134-01-52,비록 호미 멘 노인에겐 부끄럽지만 아침엔 나도 한가하지 않다네.
30777,P0790-01-47,나는 정의에 대항했다.
30778,N0246-01-27,이때 폴랴네인들은 흩어져 살면서 자기 종족들을 다스리고 있었다.
30779,N0131-01-23,사람의 일생이란 한낱 꿈이라는 건 이제껏 많이들 이야기 되어왔지만 나 역시 이런 생각에서 벗어날 수는 없어.
30780,N0124-09-25,"그들은 두렵고 혐오스러운 기색을 띠었으며, 심지어 이웃이 자신들의 안녕을 방해한다고 저주했을 것이다."
30781,N0134-04-33,"그가 알고 있는 절망적인 상황을 생각할 때면 그에 대한 동정이 내 가슴에서 얼마나 강하게 솟구쳐 오르고, 난 얼마나 심하게 몸서리를 쳤던가!"
30782,S0171-04-10,파카 라 로세타에 대해 말했어요.
30783,P0292-01-49,큰키나무 수만 그루 우거진 숲 속 맑은 강물이 그 사이를 꿰뚫어 흐르는데 앞으로 큰 강어귀를 마주하고 있으니 사방이 트여 늘 시원한 바람 불어온다
30784,S0127-03-10,살라미스 섬 앞에 작은 섬 하나가 있습니다.
30785,S0009-06-04,만약 따라잡힌다면.
30786,N0013-02-33,"오늘 이 모임의 상하 벗님네들과 의논하여 마지막으로 한 번 놀고, 오입을 평생 떼어버리고 착실히 가산을 모으기에 힘쓰려고 하니, 내 생각이 어떻습니까?"
30787,S0151-05-15,누추하지만 안으로 들어오세요.
30788,S0053-04-03,내가 이성이 없다니!
30789,P0539-01-44,내가 결석한 나의 꿈.
30790,N0109-03-22,그 남자는 그 광경에 반쯤은 정신을 잃었겠지요.
30791,P0979-01-50,왼쪽으로 도니 대나무 빛이 얽혀 있고 오른쪽으로 꺾으니 대나무 오솔길이 어둡다.
30792,S0166-02-01,"아, 나를 시중드는 여인들아, 깊은 애도의 만가를 불러야 해."
30793,S0059-09-17,내가 그럴 수 있을까?
30794,N0094-09-22,이거 무서워서 말 한마디 편하게 할 수 없겠네요.
30795,S0153-09-05,"그녀의 목소리, 그녀의 웃음소리를 기억해요."
30796,N0153-02-23,티를 보내고 책상을 향하여 소설의 결말을 생각하고 있을 즈음에
30797,S0043-04-11,자유를 누리겠다고 고집부리면 불행의 채찍을 맞게 돼.
30798,S0046-07-13,여러분들은 우리 동료의 이야기를 들었습니다.
30799,N0280-01-29,"그래요, 대단히 먼 길이지요."
30800,P0608-01-39,"플라테로는 자그마하니 털북숭이에, 감촉이 보드랍습니다."
30801,N0177-01-29,그녀는 눈물을 펑펑 쏟으며 울기 시작했다.
30802,N0276-07-31,"루케리아, 그게 어떤 생각이지?"
30803,S0163-02-09,이 권총 어디서 났어?
30804,S0105-06-03,"옛날부터 아트레우스 가문에 닥친 참기 힘든 수많은 재난들, 그 얼마나 내 마음을 아프게 했던가!"
30805,S0062-10-10,내일이라고?
30806,P1163-01-50,구름 속으로 달이 가는 것이었다.
30807,S0125-01-04,"키세우스 님의 따님 헤카베와 프리아모스 왕의 아들인 폴리도로스, 사자들의 골짜기와 어둠의 문을 빠져나와 여기에 왔습니다."
30808,N0164-02-31,그 모친은 그 아들을 애지중하는 자손인 까닭에 상현이가 만일 어디를 가서 돌아올 기한에 오지 않으면 심히 근심을 하여 문에 의지하여 기다리는 터인데 그날도 그 아들이 학교에 가서 늦도록 돌아오지 않아 단단히 염려를 하며 고대하던 중이었다.
30809,S0121-03-17,"이제 간적 위충현도 죽어 네놈이 의지할 위세 따위 없어졌으면 잠자코 조용히 문 닫고 들어가 반성하고 새사람이 되려 했어야지, 그랬으면 우리가 지난 잘못을 뭐하러 캐겠나?"
30810,S0082-02-03,포이니케는 제가 태어나고 자란 땅입니다.
30811,P0497-01-48,아리랑 고개는 항용 열두 고개라 한다 무산십이봉을 본바더
30812,N0236-10-28,눈물이 왈칵 쏟아져 내렸다.
30813,N0133-10-31,"문장에 가로로 그어진 선이나 날개를 옆으로 쭉 편 독수리, 금으로 만든 구슬 등이 무엇을 뜻하는가는 그에게 어려운 문제가 아니었다."
30814,P1025-01-44,높은 성 위의 붉은 난간에 올라와 바라보니 온 강에 가을빛 가득하네.
30815,N0285-02-31,비록 어린아이일지라도 잠자는 사람의 웃음이나 미친 사람의 웃음 또는 타고난 백치가 흥분해서 내지르는 웃음소리를 들으면 때때로 소름이 돋고 언제든 잊고자 한다.
30816,P0780-01-42,시계가 멈췄다네
30817,N0055-06-33,참으로 혼이 났어.
30818,N0077-07-30,이윽고 다시 담배를 넣기 시작하던 어머니가 지금까지의 것은 모두 잊어버린 것 같은 부드러운 말소리로 다시 권하셨다.
30819,N0061-14-24,은몽은 무안한 듯이 머리를 숙였다.
30820,P0985-01-49,방금 전 모래사장에 사람들이 무리 지어 있었다.
30821,N0225-02-25,임진년 일을 어찌 차마 말하겠는가.
30822,N0080-01-30,어떤 아이는 못마땅해하며 욕설을 하고 소리를 질러 댔다.
30823,N0116-03-23,고든은 홀 스탠드에 있는 옻칠을 한 편지함을 힐끗 보았다.
30824,S0044-01-07,트로이 함락 소식을 전해 줄 불빛 신호를 애타게 기다리고 있어요.
30825,S0033-05-16,그런 얘기라면 날 볶을 필요가 없다.
30826,S0132-02-15,"잠깐, 잠깐 실례합니다."
30827,N0126-04-26,사과밭 건너편 양옥 관사의 지붕이 흐린 석양에 푸르등등하게 빛난다.
30828,P0648-01-43,"하느님, 우리는 당신께 찬미가를 올리건만 하늘에선 아무런 응답의 목소리가 없습니다."
30829,S0150-09-19,이보시오!
30830,S0039-08-03,우리는 사랑으로 가득 찬 편지들을 이미 받았습니다.
30831,P1475-01-46,"즐거운 때를 아끼지 않아야 합니다, 고운 웃음도 잠깐 동안의 꽃이지요."
30832,N0096-04-01,"내 말은, 아버지에게 파울러의 소작료를 꼭 넘겨드려야 한다는 거야."
30833,P0531-01-39,쇼윈도에서 울고 있는 마네킹 앞으로 남지 않은 나의 잠시를 위하여 기념이라고 진피즈를 마시면 녹 쓴 가슴과 뇌수에 차디찬 비가 내린다
30834,S0102-03-15,"라이오스 왕의 살해자가 하나든 패거리든, 그들 머리 위에 무서운 저주가 내리기를!"
30835,S0002-08-01,흥!
30836,S0060-06-05,그랬었군.
30837,S0012-06-07,어제는 사십명이었어.
30838,P0151-01-35,이제 시는 행간에서만 보일 뿐.
30839,N0075-05-25,정 씨에게 태기가 있어 열 달 만에 아들을 낳으니 용모와 골격이 방주와 조금도 다르지 않았다.
30840,P0259-01-48,희화가 잠에서 깨어 행차하려 하자 금빛 까마귀가 한마디 소리 내어 운다.
30841,N0280-03-31,유라이 호르두발은 커다란 걸음으로 내리막길을 내려간다.
30842,S0101-08-05,나는 장차 이 아기씨를 어디에다 모셔 놓아야 좋을까요?
30843,P0327-01-48,바로 서는데 가슴에 화살 하나가 날아와 박혔다.
30844,P0680-01-53,휘두르는 검은 모락에 찢기어 흩어지는 구름발.
30845,N0060-03-31,그리고 계속되는 고역이라!
30846,S0001-01-08,방법은 단 두 가지뿐입니다.
30847,N0134-02-31,자기에게 이런 걸 털어놓는 건 비참하고 어리석기까지 한 일이지.
30848,P0213-01-42,나를 버리고 떠나버린 이십오년의 세월은 다시 돌아올 수 없으리라.
30849,S0041-10-18,이런 달콤한 감명에 빠지는 게 잘못일까?
30850,N0217-10-23,다음 날 아침 일행들 가운데 제일 먼저 일어난 앤과 헨리에타는 아침 식사 전에 바닷가로 산책가기로 했다.
30851,S0100-02-05,준비 다 됐어?
30852,S0126-04-04,이 얼마나 슬픈 일인가?
30853,N0224-02-29,"하늘이 우리 민족의 능력을 시험하고자 하신 것인지, 적국의 세력을 공평하지 못하게 이 나라에 더하셔서 중국의 강남 진나라와 강북 주나라가 수나라의 통일한 바가 되니, 토지의 광대함과 군사의 중대함이 중국 역사 중에 제일이요, 또 백성이 풍족하고 국고가 충만하였다."
30854,P1159-01-44,그대로 괴로운 숨 지고 이어 가랴 하니.
30855,N0070-02-25,그리고 선생님이 일학년 쪽에서 순서대로 그것을 모으기 시작했습니다.
30856,S0074-04-17,제가 진짜 엽기적인 사연 하나 찾았어요.
30857,P0885-01-46,술도 마시지 않았는데 왜 이다지 비틀대나?
30858,S0107-09-02,아니오!
30859,P1062-01-50,"한 해 내내 아름다운 수풀의 꽃이 바로 오늘 지는데, 강 사이 정자 아래에 서글프게 머물러 있네."
30860,P1065-01-36,두레박 걸린 금정 가 오동나무에 저녁이 드니 나무 몇 그루 가을바람에 놀라네
30861,N0230-07-28,벌써 땅거미가 내려앉았다.
30862,S0050-05-01,"아드메토스의 궁전이여, 잘 있어라!"
30863,N0228-01-31,우리가 거처하는 수도원은 트베르스카야 대로에 있었는데 방이 대단히 많고 뜰도 넓고 또 나무도 많이 있어서 제법 조그마한 화원을 이루었다.
30864,P1112-01-33,싫습니다 당신이 가 버리는 것이
30865,P1179-01-33,어느 날 나는 강으로 갔다.
30866,S0148-09-09,"제 딸의 생명을 주고 그 대가로 사악한 여자를 찾으려고 하다니, 정말 훌륭한 흥정이요 교환이네요."
30867,S0170-08-11,"여주인이신 키프리스 여신이시여, 이런 여자들이 어찌 감히 남편의 얼굴을 쳐다볼 수 있을까요?"
30868,S0131-06-07,"그래요, 왜냐하면 그걸 이제 깨달았으니까."
30869,S0134-05-17,나 진급했어!
30870,P0157-01-41,"불과 작년 봄이었지,"
30871,P1244-01-33,해바라기 꽃이 피면 우리들은 항상 해바라기 아이들이 되었다
30872,N0279-06-31,"하나님, 대악마의 독니에서 저를 지켜주시고 구원해주옵소서!"
30873,P0335-01-48,동으로 황하에 의지해 대장군의 막사를 세웠도다.
30874,S0141-06-01,이미 서울을 점령한 공산군은 계속 남침을 자행하여 현재 평택 일대까지 밀려왔다고 합니다.
30875,P0985-01-36,방금 전 모래사장에 사람들이 무리 지어 있었다.
30876,N0087-08-27,마리앤은 기분이 무척 들떠 있었지만 안절부절 못하는 기색이 역력했다.
30877,N0094-08-22,앤은 저녁 설거지를 마치고 그 어떤 최악의 상황이라도 감수하겠다는 결연한 표정과 태도로 마릴라 앞에 다가 섰다.
30878,S0087-08-06,"이모, 그 사람 얼마나 예쁜지 몰라요."
30879,S0124-07-11,그럼 자네는 여기서 그를 기다리게.
30880,N0194-05-22,물론 이런 경멸스럽고 노예 같은 내 처지 덕에 나는 그녀에게 대놓고 거침없이 물어볼 수 있는 가능성을 매우 자주 부여받은 셈이다.
30881,P0767-02-44,내 마음 유난히 쓸쓸하다.
30882,P0606-01-33,방을 붙인 그 즈음 팔륵 왕국에 여성 한 사람이 있었다
30883,P1464-01-50,내 첫사랑이었던 그 여인은 죽었다.
30884,P0683-01-51,허나 이윽고 태풍이 짓밟고 간 깨어진 메트로폴리스에 어린 태양이 병아리처럼 홰를 치며 일어날 게다.
30885,P0919-01-35,농사꾼이란 카인의 후예들 농부의 가정이란 시기심이 들끓는 곳이 아니던가.
30886,P0521-01-49,당신이 계실 때에는 겨울밤이 쩌르더니 당신이 가신 뒤에는 여름밤이 길어요.
30887,N0138-07-26,"사람들은 리자를 연못가 어두운 참나무 아래에 묻고, 그녀의 묘지에 나무 십자가를 세워 주었다."
30888,N0152-02-01,소장은 소스라치며 정신없이 문어귀로 달려 나온다.
30889,S0109-02-10,형 오랜만에 봤더니 상당히 웃기네.
30890,S0084-06-04,난 당신을 사랑하지 않아.
30891,S0061-04-17,잘 들었어요?
30892,N0202-03-25,"태조가 앞에 나가 글자 짚기를 청하자, 늙은이가 태조의 기상을 한번 보더니 문득 말하기를,"
30893,S0069-01-18,프로토콜 넘버 확인.
30894,S0151-06-02,아르고스의 여왕이시며 틴다레오스의 따님이신 당신을 환영합니다!
30895,N0158-01-31,침착한 과부는 본래의 보조로 돌아가 교회당으로 향해 가지만 현관 앞에 서서 어리둥절한 표정으로 거리를 돌아본다.
30896,N0222-01-22,"도기가 왕효백의 참군이라는 관직으로 있을 때, 삼월 삼짇날 곡수연의 모임에 참석했는데, 도기는 앞줄에 앉았고 어떤 참군독호는 그 뒤에 앉아 있었다."
